1,0.015991183,0.002304147
2,0.017861575,0.004608295
3,0.017861575,0.006912442
4,0.017861575,0.00921659
5,0.027693693,0.011520737
6,0.040225499,0.013824885
7,0.047633246,0.016129032
8,0.04872909,0.01843318
9,0.052152171,0.020737327
10,0.052152171,0.023041475
11,0.059357311,0.025345622
12,0.062352799,0.02764977
13,0.062352799,0.029953917
14,0.067976117,0.032258065
15,0.067976117,0.034562212
16,0.067976117,0.036866359
17,0.075779072,0.039170507
18,0.075779072,0.041474654
19,0.075779072,0.043778802
20,0.090211776,0.046082949
21,0.095502443,0.048387097
22,0.095502443,0.050691244
23,0.095502443,0.052995392
24,0.113768602,0.055299539
25,0.137196912,0.057603687
26,0.137196912,0.059907834
27,0.137196912,0.062211982
28,0.137196912,0.064516129
29,0.137196912,0.066820276
30,0.137196912,0.069124424
31,0.137196912,0.071428571
32,0.137196912,0.073732719
33,0.137196912,0.076036866
34,0.137196912,0.078341014
35,0.137196912,0.080645161
36,0.1412098,0.082949309
37,0.146551524,0.085253456
38,0.146551524,0.087557604
39,0.151898774,0.089861751
40,0.151898774,0.092165899
41,0.171209647,0.094470046
42,0.171209647,0.096774194
43,0.171209647,0.099078341
44,0.171209647,0.101382488
45,0.171209647,0.103686636
46,0.186481068,0.105990783
47,0.188387602,0.108294931
48,0.188387602,0.110599078
49,0.191405489,0.112903226
50,0.200469253,0.115207373
51,0.200469253,0.117511521
52,0.200469253,0.119815668
53,0.200469253,0.122119816
54,0.200469253,0.124423963
55,0.200469253,0.126728111
56,0.200469253,0.129032258
57,0.200469253,0.131336406
58,0.243392212,0.133640553
59,0.243392212,0.1359447
60,0.264654872,0.138248848
61,0.275927651,0.140552995
62,0.298199654,0.142857143
63,0.298199654,0.14516129
64,0.301015611,0.147465438
65,0.301015611,0.149769585
66,0.301015611,0.152073733
67,0.301015611,0.15437788
68,0.301015611,0.156682028
69,0.324586645,0.158986175
70,0.324586645,0.161290323
71,0.324586645,0.16359447
72,0.324586645,0.165898618
73,0.324586645,0.168202765
74,0.330601315,0.170506912
75,0.330601315,0.17281106
76,0.333634421,0.175115207
77,0.385707171,0.177419355
78,0.465537892,0.179723502
79,0.470733183,0.18202765
80,0.476832623,0.184331797
81,0.484992429,0.186635945
82,0.502138177,0.188940092
83,0.507584352,0.19124424
84,0.518043344,0.193548387
85,0.558234579,0.195852535
86,0.59169636,0.198156682
87,0.59169636,0.200460829
88,0.59169636,0.202764977
89,0.59169636,0.205069124
90,0.59169636,0.207373272
91,0.59169636,0.209677419
92,0.59169636,0.211981567
93,0.59169636,0.214285714
94,0.59169636,0.216589862
95,0.59169636,0.218894009
96,0.596287866,0.221198157
97,0.644335355,0.223502304
98,0.644335355,0.225806452
99,0.644335355,0.228110599
100,0.654063222,0.230414747
101,0.654063222,0.232718894
102,0.654063222,0.235023041
103,0.654063222,0.237327189
104,0.739056724,0.239631336
105,0.739056724,0.241935484
