1,0,3.99568E-05,
2,0,7.99137E-05,25027
3,0,0.000119871,
4,0,0.000159827,
5,0,0.000199784,
6,0,0.000239741,
7,0,0.000279698,
8,0,0.000319655,
9,0,0.000359612,
10,0,0.000399568,
11,0,0.000439525,
12,0,0.000479482,
13,0,0.000519439,
14,0,0.000559396,
15,0,0.000599353,
16,0,0.00063931,
17,0,0.000679266,
18,0,0.000719223,
19,1.69E-04,0.00075918,
20,0.001949447,0.000799137,
21,0.004870441,0.000839094,
22,0.008943229,0.000879051,
23,0.016678092,0.000919007,
24,0.01795292,0.000958964,
25,0.01929078,0.000998921,
26,0.024274425,0.001038878,
27,0.029717304,0.001078835,
28,0.031435272,0.001118792,
29,0.039498183,0.001158749,
30,0.04137603,0.001198705,
31,0.047049671,0.001238662,
32,0.047326715,0.001278619,
33,0.047326715,0.001318576,
34,0.047326715,0.001358533,
35,0.047326715,0.00139849,
36,0.047326715,0.001438446,
37,0.051355994,0.001478403,
38,0.05944303,0.00151836,
39,0.059583174,0.001558317,
40,0.072497515,0.001598274,
41,0.073278344,0.001638231,
42,0.073278344,0.001678188,
43,0.074328679,0.001718144,
44,0.077936923,0.001758101,
45,0.081238096,0.001798058,
46,0.081238096,0.001838015,
47,0.081238096,0.001877972,
48,0.081238096,0.001917929,
49,0.101866881,0.001957885,
50,0.109330368,0.001997842,
51,0.112476101,0.002037799,
52,0.115313902,0.002077756,
53,0.120787179,0.002117713,
54,0.129388782,0.00215767,
55,0.151810584,0.002197627,
56,0.152855314,0.002237583,
57,0.162008427,0.00227754,
58,0.17036185,0.002317497,
59,0.177603713,0.002357454,
60,0.180130192,0.002397411,
61,0.182897581,0.002437368,
62,0.183069211,0.002477324,
63,0.183069211,0.002517281,
64,0.183069211,0.002557238,
65,0.196406167,0.002597195,
66,0.213345465,0.002637152,
67,0.224872032,0.002677109,
68,0.225488608,0.002717066,
69,0.237598531,0.002757022,
70,0.257347819,0.002796979,
71,0.257347819,0.002836936,
72,0.27643896,0.002876893,
73,0.27643896,0.00291685,
74,0.283371474,0.002956807,
75,0.291615212,0.002996763,
76,0.295242887,0.00303672,
77,0.299432713,0.003076677,
78,0.299432713,0.003116634,
79,0.308733091,0.003156591,
80,0.308733091,0.003196548,
81,0.32036784,0.003236505,
82,0.326485162,0.003276461,
83,0.326485162,0.003316418,
84,0.326485162,0.003356375,
85,0.343667385,0.003396332,
86,0.343667385,0.003436289,
87,0.343667385,0.003476246,
88,0.343667385,0.003516203,
89,0.343667385,0.003556159,
90,0.343667385,0.003596116,
91,0.343667385,0.003636073,
92,0.347309926,0.00367603,
93,0.354234925,0.003715987,
94,0.354234925,0.003755944,
95,0.354234925,0.0037959,
96,0.354234925,0.003835857,
97,0.354234925,0.003875814,
98,0.355458093,0.003915771,
99,0.360631787,0.003955728,
100,0.360631787,0.003995685,
101,0.372289863,0.004035642,
102,0.372289863,0.004075598,
103,0.372289863,0.004115555,
104,0.372371824,0.004155512,
105,0.382635227,0.004195469,
106,0.388511496,0.004235426,
107,0.390151537,0.004275383,
108,0.394301938,0.004315339,
109,0.401828291,0.004355296,
110,0.401828291,0.004395253,
111,0.401854173,0.00443521,
112,0.405448103,0.004475167,
113,0.429894588,0.004515124,
114,0.437045327,0.004555081,
115,0.439363708,0.004595037,
116,0.44663094,0.004634994,
117,0.473224144,0.004674951,
118,0.482160623,0.004714908,
119,0.513669704,0.004754865,
120,0.517040284,0.004794822,
121,0.538653893,0.004834778,
122,0.565408375,0.004874735,
123,0.573844909,0.004914692,
124,0.578118974,0.004954649,
125,0.589099282,0.004994606,
126,0.589099282,0.005034563,
127,0.589733692,0.00507452,
128,0.601306533,0.005114476,
129,0.601306533,0.005154433,
130,0.626086486,0.00519439,
131,0.639735252,0.005234347,
132,0.639735252,0.005274304,
133,0.652276675,0.005314261,
134,0.652276675,0.005354217,
135,0.653845375,0.005394174,
136,0.661729579,0.005434131,
137,0.667094701,0.005474088,
138,0.667094701,0.005514045,
139,0.667094701,0.005554002,
140,0.66951385,0.005593959,
141,0.681696398,0.005633915,
142,0.681696398,0.005673872,
143,0.693492224,0.005713829,
144,0.715900326,0.005753786,
145,0.721186478,0.005793743,
146,0.723678976,0.0058337,
147,0.737587112,0.005873656,
148,0.739884755,0.005913613,
149,0.739884755,0.00595357,
150,0.739884755,0.005993527,
151,0.746973477,0.006033484,
152,0.773205487,0.006073441,
153,0.776854465,0.006113398,
154,0.779086131,0.006153354,
155,0.781261928,0.006193311,
156,0.790542209,0.006233268,
157,0.795925631,0.006273225,
158,0.800291802,0.006313182,
159,0.802555323,0.006353139,
160,0.806840795,0.006393095,
161,0.806840795,0.006433052,
162,0.806840795,0.006473009,
163,0.806840795,0.006512966,
164,0.806840795,0.006552923,
165,0.806840795,0.00659288,
166,0.816503152,0.006632837,
167,0.816707696,0.006672793,
168,0.82102525,0.00671275,
169,0.823633511,0.006752707,
170,0.830465949,0.006792664,
171,0.830465949,0.006832621,
172,0.864962992,0.006872578,
173,0.867346357,0.006912534,
174,0.868592136,0.006952491,
175,0.87300346,0.006992448,
176,0.873368395,0.007032405,
177,0.873368395,0.007072362,
178,0.873423111,0.007112319,
179,0.87424483,0.007152276,
180,0.876092655,0.007192232,
181,0.876839016,0.007232189,
182,0.881318124,0.007272146,
183,0.883325616,0.007312103,
184,0.884617754,0.00735206,
185,0.893637175,0.007392017,
186,0.904978275,0.007431973,
187,0.914641172,0.00747193,
188,0.921047813,0.007511887,
189,0.933340141,0.007551844,
190,0.952441019,0.007591801,
191,0.960840423,0.007631758,
192,0.96237455,0.007671715,
193,0.96237455,0.007711671,
194,0.964008143,0.007751628,
195,0.964008143,0.007791585,
196,0.964008143,0.007831542,
197,0.964008143,0.007871499,
198,0.9803687,0.007911456,
199,0.981251205,0.007951412,
