3,2,424.9357464,5/3/14 2:40
3,3,397.9505198,_
3,4,373.6514945,_
3,5,387.9530727,_
3,6,399.6376399,
3,7,399.8821962,
3,8,393.6840421,
3,9,398.7329493,
3,10,400.1718353,
3,11,422.1833806,
3,12,419.6254533,
3,13,404.1221835,
3,14,448.3693106,
3,15,484.7875921,
3,16,507.7007852,
3,17,465.0988283,
3,18,424.6826733,
3,19,417.2400961,
3,20,427.7229719,
3,21,437.7146678,
3,22,515.1021268,
3,23,437.5634692,
4,0,462.3434946,5/4/14 12:00
4,1,425.6655672,
4,2,458.4002861,
4,3,396.0968402,
4,4,395.4605691,
4,5,382.1740481,
4,6,374.4470408,
4,7,406.2868488,
4,8,403.6378061,
4,9,438.5096051,
4,10,460.7838311,
4,11,454.568944,
4,12,475.5027421,
4,13,443.8899477,
4,14,442.9476382,
4,15,446.7614628,
4,16,531.6555961,
4,17,486.3793815,
4,18,436.8581275,
4,19,413.7721884,
4,20,430.8515398,
4,21,436.6764698,
4,22,412.2041288,
4,23,443.1656221,
5,0,423.212122,5/5/14 12:00
5,1,445.0790514,
5,2,387.6941638,
5,3,421.4769763,
5,4,427.0914827,
5,5,451.1700806,
5,6,426.5277165,
5,7,413.1843963,
5,8,406.2309275,
5,9,424.5469732,
5,10,416.8804462,
5,11,458.1837531,
5,12,458.2159242,
5,13,452.0671681,
5,14,480.3120869,
5,15,516.4666725,
5,16,506.3481501,
5,17,466.4964131,
5,18,472.0653432,
5,19,482.5799053,
5,20,442.8458661,
5,21,437.1474136,
5,22,430.1012913,
5,23,442.8378793,
6,0,420.9632963,5/6/14 12:00
6,1,440.9949225,
6,2,391.9559162,
6,3,398.8200094,
6,4,424.7870052,
6,5,460.0803051,
6,6,414.6954181,
6,7,430.4216823,
6,8,429.3165648,
6,9,433.4459731,
6,10,442.8639119,
6,11,482.0296619,
6,12,466.8053805,
6,13,475.3278643,
6,14,498.1807646,
6,15,562.0465313,
6,16,505.0004043,
6,17,477.7698638,
6,18,474.5360091,
6,19,455.1146908,
6,20,425.586398,
6,21,449.4176889,
6,22,479.2028979,
6,23,471.4895114,
7,0,515.9332413,5/7/14 12:00
7,1,458.0713642,
7,2,416.9136487,
7,3,453.7412425,
7,4,460.4315485,
7,5,419.5614261,
7,6,416.7625473,
7,7,427.6440877,
7,8,440.4854544,
7,9,463.74884,
7,10,426.1375483,
7,11,463.8156581,
7,12,490.9820256,
7,13,463.8593371,
7,14,447.7682026,
7,15,475.0498343,
7,16,541.6401659,
7,17,476.5933268,
7,18,435.0331344,
7,19,399.9284656,
7,20,429.7207195,
7,21,416.6001012,
7,22,427.8169495,
7,23,435.5806764,
8,0,459.9673991,5/8/14 12:00
8,1,457.3277038,
8,2,449.2666144,
8,3,394.457024,
8,4,420.4547883,
8,5,413.3741295,
8,6,426.7611492,
8,7,422.8405951,
8,8,434.9146011,
8,9,445.8772591,
8,10,410.0078584,
8,11,470.3376029,
8,12,466.8100711,
8,13,491.1545456,
8,14,480.9422346,
8,15,490.397796,
8,16,493.7281413,
8,17,450.7267459,
8,18,460.1631348,
8,19,430.0829624,
8,20,450.202154,
8,21,471.3258535,
8,22,503.5468324,
8,23,530.0298375,
9,0,485.9687493,5/9/14 12:00
9,1,448.0334623,
9,2,482.7656764,
9,3,422.996036,
9,4,444.0589058,
9,5,457.330458,
9,6,424.4019401,
9,7,432.2312536,
9,8,450.9062745,
9,9,452.1923599,
9,10,472.3309508,
9,11,454.7833503,
9,12,480.9968568,
9,13,494.0442037,
9,14,477.4616082,
9,15,476.4434371,
9,16,505.1807372,
9,17,494.5284463,
9,18,506.9624868,
9,19,458.5711915,
9,20,455.4406126,
9,21,462.2301332,
9,22,488.8087625,
9,23,510.2739274,
10,0,485.4904255,5/10/14 12:00
10,1,430.0428307,
10,2,419.8304945,
10,3,393.1055734,
10,4,455.4694535,
10,5,406.0831375,
10,6,419.8990736,
10,7,378.8044722,
10,8,423.0831785,
10,9,451.1707333,
10,10,444.8475428,
10,11,461.2100996,
10,12,487.5324501,5/10/14 13:03
10,13,447.2680177,5/10/14 13:03
