3,2,38209
3,3,125022
3,4,141432
3,5,167269
3,6,189976
3,7,207205
3,8,211899
3,9,213192
3,10,198869
3,11,182475
3,12,177990
3,13,173265
3,14,171282
3,15,168092
3,16,161299
3,17,156758
3,18,165547
3,19,173308
3,20,175070
3,21,173454
3,22,156316
3,23,125496
4,0,112006
4,1,111562
4,2,114898
4,3,122887
4,4,136355
4,5,159744
4,6,175912
4,7,199576
4,8,208213
4,9,208430
4,10,195608
4,11,190977
4,12,192806
4,13,199725
4,14,187016
4,15,176625
4,16,167618
4,17,176171
4,18,195817
4,19,201654
4,20,197321
4,21,165819
4,22,142091
4,23,114445
5,0,98396
5,1,94388
5,2,101445
5,3,124242
5,4,149533
5,5,166197
5,6,184431
5,7,197797
5,8,204939
5,9,204078
5,10,183694
5,11,181115
5,12,183915
5,13,205141
5,14,211113
5,15,182294
5,16,173149
5,17,193672
5,18,215398
5,19,225862
5,20,204600
5,21,168105
5,22,137100
5,23,116703
6,0,97859
6,1,88148
6,2,95969
6,3,116622
6,4,141658
6,5,163191
6,6,185793
6,7,200460
6,8,205050
6,9,195831
6,10,183739
6,11,177004
6,12,186879
6,13,194840
6,14,180621
6,15,175490
6,16,164683
6,17,156364
6,18,199758
6,19,213763
6,20,199050
6,21,163093
6,22,137956
6,23,117668
7,0,100032
7,1,94100
7,2,102228
7,3,119902
7,4,150987
7,5,172579
7,6,192274
7,7,205348
7,8,208899
7,9,194538
7,10,184589
7,11,177473
7,12,180524
7,13,195032
7,14,193810
7,15,177379
7,16,168121
7,17,174982
7,18,198854
7,19,221316
7,20,197377
7,21,163291
7,22,136703
7,23,119481
8,0,103218
8,1,93008
8,2,103861
8,3,122510
8,4,147432
8,5,171786
8,6,189119
8,7,202643
8,8,203844
8,9,198625
8,10,190161
8,11,180676
8,12,187890
8,13,192640
8,14,190156
8,15,184047
8,16,170352
8,17,200045
8,18,234514
8,19,242631
8,20,204034
8,21,158447
8,22,137409
8,23,123375
9,0,102313
9,1,100145
9,2,106520
9,3,126921
9,4,151968
9,5,174853
9,6,196333
9,7,197414
9,8,205663
9,9,200520
9,10,189790
9,11,179349
9,12,178806
9,13,177471
9,14,174586
9,15,171498
9,16,165121
9,17,161926
9,18,164875
9,19,171022
9,20,164615
9,21,147081
9,22,126381
9,23,115969
10,0,111506
10,1,110378
10,2,114779
10,3,126298
10,4,148127
10,5,167569
10,6,190420
10,7,204810
10,8,212489
10,9,206429
10,10,196245
10,11,184880
10,12,196913
10,13,10986
